,index,fullName,id,link,jerseyNumber,code,name,type,abbreviation,Team_Number,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,ot22,shutouts22,ties22,wins22,losses22,saves22,powerPlaySaves22,shortHandedSaves22,evenSaves22,shortHandedShots22,evenShots22,powerPlayShots22,savePercentage22,goalAgainstAverage22,gamesStarted22,shotsAgainst22,goalsAgainst22,powerPlaySavePercentage22,shortHandedSavePercentage22,evenStrengthSavePercentage22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,ot21,shutouts21,ties21,wins21,losses21,saves21,powerPlaySaves21,shortHandedSaves21,evenSaves21,shortHandedShots21,evenShots21,powerPlayShots21,savePercentage21,goalAgainstAverage21,gamesStarted21,shotsAgainst21,goalsAgainst21,powerPlaySavePercentage21,shortHandedSavePercentage21,evenStrengthSavePercentage21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ties20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ties19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ties18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,Salary_2014-15,Salary_2015-16,Salary_2016-17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary_2021-22
37,79,Artemi Panarin,8478550,/api/v1/people/8478550,10.0,L,Left Wing,Forward,LW,3,1991-10-30,29,Korkino,,RUS,RUS,"5' 11""",170,True,True,False,False,R,Y,1441:07,74.0,22.0,18.0,177.0,75.0,22.0,5.0,37.0,224:18,1215:44,18.0,50.0,12.4,5.0,1.0,0.0,0.0,01:05,14.0,21.0,96.0,1490.0,19:12,16:12,00:00,02:59,,,,,,,,,,,,,,,,,,,,,825:00,41.0,17.0,6.0,106.0,42.0,13.0,5.0,18.0,167:55,656:26,6.0,0.0,16.0,1.0,0.0,0.0,0.0,00:39,7.0,14.0,58.0,890.0,19:38,15:37,00:00,03:59,,,,,,,,,,,,,,,,,,,,,1421:40,63.0,32.0,20.0,209.0,69.0,25.0,7.0,24.0,257:34,1162:43,20.0,50.0,15.3,4.0,0.0,0.0,0.0,01:23,18.0,36.0,95.0,1496.0,20:36,16:51,00:01,03:43,,1568:40,59.0,28.0,23.0,191.0,79.0,14.0,6.0,18.0,221:31,1343:45,23.0,25.0,14.66,8.0,4.0,0.0,0.0,03:24,17.0,14.0,87.0,1816.0,19:51,17:00,00:02,02:48,,1630:35,55.0,27.0,26.0,228.0,81.0,15.0,7.0,21.0,238:36,1390:12,26.0,0.0,11.84,5.0,1.0,0.0,0.0,01:47,19.0,23.0,82.0,1875.0,20:07,17:09,00:01,02:56,,1596:38,43.0,31.0,21.0,211.0,82.0,23.0,9.0,17.0,257:44,1336:24,21.0,20.0,14.69,5.0,1.0,0.0,0.0,02:30,14.0,18.0,74.0,1817.0,19:28,16:17,00:01,03:08,1481:38,47.0,30.0,32.0,187.0,80.0,46.0,8.0,24.0,227:02,1253:31,32.0,0.0,16.04,7.0,1.0,0.0,0.0,01:05,14.0,8.0,77.0,1820.0,18:31,15:40,00:00,02:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14000000.0,13000000.0,13000000.0
38,80,Kevin Rooney,8479291,/api/v1/people/8479291,17.0,C,Center,Forward,C,3,1993-05-21,28,Canton,MA,USA,USA,"6' 2""",190,True,False,False,False,L,Y,844:51,6.0,6.0,18.0,71.0,61.0,84.0,0.0,0.0,05:17,710:11,18.0,44.8,8.5,1.0,0.0,0.0,0.0,129:23,47.0,-1.0,12.0,1101.0,13:51,11:38,02:07,00:05,,,,,,,,,,,,,,,,,,,,,667:06,6.0,8.0,54.0,62.0,54.0,110.0,0.0,0.0,04:52,561:28,54.0,44.97,12.9,0.0,0.0,2.0,2.0,100:46,35.0,0.0,14.0,1027.0,12:21,10:23,01:51,00:05,,,,,,,,,,,,,,,,,,,,,574:48,5.0,4.0,20.0,59.0,49.0,64.0,0.0,0.0,01:14,470:43,20.0,47.04,6.8,0.0,0.0,2.0,3.0,102:51,32.0,8.0,9.0,797.0,11:43,09:36,02:05,00:01,,517:08,4.0,6.0,15.0,39.0,41.0,77.0,0.0,0.0,01:19,437:16,15.0,49.34,15.38,1.0,0.0,1.0,1.0,78:33,22.0,-4.0,10.0,738.0,12:36,10:39,01:54,00:01,,11:46,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,00:19,11:13,0.0,33.33,0.0,0.0,0.0,0.0,0.0,00:14,0.0,0.0,0.0,18.0,11:46,11:13,00:14,00:19,,40:45,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,00:15,39:54,4.0,37.03,0.0,0.0,0.0,0.0,0.0,00:36,1.0,-3.0,0.0,56.0,10:11,09:58,00:09,00:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,800000.0
39,81,Adam Fox,8479323,/api/v1/people/8479323,23.0,D,Defenseman,Defenseman,D,3,1998-02-17,23,Jericho,NY,USA,USA,"5' 11""",181,True,False,False,False,R,Y,1864:45,63.0,11.0,26.0,158.0,78.0,30.0,0.0,33.0,230:42,1467:07,26.0,0.0,7.0,2.0,1.0,1.0,2.0,166:56,128.0,18.0,74.0,2191.0,23:54,18:48,02:08,02:57,,,,,,,,,,,,,,,,,,,,,1358:51,42.0,5.0,14.0,102.0,55.0,23.0,2.0,23.0,205:55,1009:48,14.0,0.0,4.9,1.0,0.0,1.0,2.0,143:08,102.0,19.0,47.0,1560.0,24:42,18:21,02:36,03:44,,,,,,,,,,,,,,,,,,,,,1323:18,34.0,8.0,32.0,125.0,70.0,35.0,1.0,13.0,138:46,1175:28,32.0,0.0,6.4,4.0,0.0,0.0,0.0,09:04,92.0,22.0,42.0,1636.0,18:54,16:47,00:07,01:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,925000.0,925000.0
40,82,Ryan Lindgren,8479324,/api/v1/people/8479324,55.0,D,Defenseman,Defenseman,D,3,1998-02-11,23,Burnsville,MN,USA,USA,"6' 0""",191,True,False,False,False,L,Y,1567:50,11.0,4.0,48.0,73.0,78.0,129.0,0.0,0.0,05:20,1388:14,48.0,0.0,5.5,1.0,0.0,0.0,0.0,174:16,141.0,18.0,15.0,2061.0,20:06,17:47,02:14,00:04,,,,,,,,,,,,,,,,,,,,,1019:44,15.0,1.0,35.0,65.0,51.0,98.0,0.0,0.0,05:06,886:48,35.0,0.0,1.5,0.0,0.0,0.0,1.0,127:50,50.0,20.0,16.0,1386.0,19:59,17:23,02:30,00:06,,,,,,,,,,,,,,,,,,,,,994:00,13.0,1.0,47.0,47.0,60.0,94.0,0.0,0.0,01:43,862:45,47.0,0.0,2.1,0.0,0.0,0.0,0.0,129:32,70.0,16.0,14.0,1370.0,16:34,14:22,02:09,00:01,,72:56,0.0,0.0,8.0,8.0,5.0,11.0,0.0,0.0,00:00,69:18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,03:38,9.0,-6.0,0.0,102.0,14:35,13:51,00:43,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
41,83,Julien Gauthier,8479328,/api/v1/people/8479328,12.0,R,Right Wing,Forward,RW,3,1997-10-15,23,Pointe-aux-Trembles,QC,CAN,CAN,"6' 4""",227,True,False,False,True,R,Y,505:03,4.0,3.0,8.0,69.0,49.0,98.0,0.0,0.0,20:31,484:32,8.0,33.33,4.3,1.0,0.0,0.0,0.0,00:00,14.0,-9.0,7.0,671.0,10:18,09:53,00:00,00:25,,,,,,,,,,,,,,,,,,,,,289:17,6.0,2.0,14.0,38.0,30.0,56.0,0.0,0.0,07:15,281:59,14.0,50.0,5.3,0.0,0.0,0.0,0.0,00:03,9.0,-6.0,8.0,440.0,09:38,09:23,00:00,00:14,,,,,,,,,,,,,,,,,,,,,140:46,3.0,0.0,8.0,10.0,17.0,15.0,0.0,0.0,01:14,139:29,8.0,33.33,0.0,0.0,0.0,0.0,0.0,00:03,7.0,1.0,3.0,218.0,08:16,08:12,00:00,00:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775000.0
42,84,Libor Hajek,8479333,/api/v1/people/8479333,25.0,D,Defenseman,Defenseman,D,3,1998-02-04,23,Smrcek,,CZE,CZE,"6' 2""",203,True,False,False,False,L,Y,223:11,1.0,0.0,8.0,12.0,17.0,7.0,0.0,0.0,00:14,218:53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,04:04,26.0,-10.0,1.0,294.0,13:07,12:52,00:14,00:00,,,,,,,,,,,,,,,,,,,,,671:56,2.0,2.0,10.0,33.0,44.0,26.0,0.0,0.0,03:21,640:16,10.0,0.0,6.1,1.0,0.0,0.0,0.0,28:19,48.0,2.0,4.0,904.0,15:16,14:33,00:38,00:04,,,,,,,,,,,,,,,,,,,,,447:34,5.0,0.0,12.0,23.0,28.0,24.0,0.0,0.0,02:41,419:31,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25:22,44.0,-4.0,5.0,590.0,15:59,14:58,00:54,00:05,,82:39,0.0,1.0,6.0,10.0,5.0,5.0,0.0,0.0,00:40,77:27,6.0,0.0,10.0,0.0,0.0,0.0,0.0,04:32,3.0,1.0,1.0,107.0,16:31,15:29,00:54,00:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874125.0
43,85,Filip Chytil,8480078,/api/v1/people/8480078,72.0,C,Center,Forward,C,3,1999-09-05,21,Kromeriz,,CZE,CZE,"6' 2""",206,True,False,False,False,L,Y,882:44,14.0,8.0,14.0,135.0,67.0,24.0,0.0,1.0,71:14,810:21,14.0,43.4,5.9,1.0,0.0,0.0,0.0,01:09,27.0,-1.0,22.0,1093.0,13:10,12:05,00:01,01:03,,,,,,,,,,,,,,,,,,,,,555:27,14.0,8.0,10.0,76.0,42.0,15.0,0.0,0.0,26:50,527:47,10.0,42.76,10.5,0.0,0.0,0.0,0.0,00:50,19.0,9.0,22.0,746.0,13:13,12:33,00:01,00:38,,,,,,,,,,,,,,,,,,,,,890:27,9.0,14.0,10.0,114.0,60.0,13.0,1.0,3.0,76:50,811:58,10.0,38.44,12.3,2.0,0.0,0.0,0.0,01:39,31.0,-7.0,23.0,1109.0,14:50,13:31,00:01,01:16,,1033:57,12.0,11.0,8.0,133.0,75.0,29.0,3.0,7.0,109:54,923:51,8.0,38.85,8.27,2.0,0.0,0.0,0.0,00:12,21.0,-22.0,23.0,1300.0,13:47,12:19,00:00,01:27,,122:29,2.0,1.0,4.0,21.0,9.0,3.0,0.0,0.0,03:20,118:50,4.0,36.84,4.76,0.0,0.0,0.0,0.0,00:19,1.0,-5.0,3.0,151.0,13:36,13:12,00:02,00:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
44,87,K'Andre Miller,8480817,/api/v1/people/8480817,79.0,D,Defenseman,Defenseman,D,3,2000-01-21,21,St. Paul,MN,USA,USA,"6' 5""",210,True,False,False,True,L,Y,1689:51,13.0,7.0,24.0,102.0,82.0,151.0,1.0,1.0,34:12,1534:14,24.0,0.0,6.9,2.0,1.0,0.0,0.0,121:25,95.0,23.0,20.0,2096.0,20:36,18:42,01:28,00:25,,,,,,,,,,,,,,,,,,,,,1118:49,7.0,5.0,20.0,62.0,53.0,93.0,0.0,1.0,53:53,976:28,20.0,0.0,8.1,1.0,0.0,0.0,1.0,88:28,77.0,9.0,12.0,1398.0,21:06,18:25,01:40,01:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,810200.0,925000.0
45,89,Kaapo Kakko,8481554,/api/v1/people/8481554,24.0,R,Right Wing,Forward,RW,3,2001-02-13,20,Turku,,FIN,FIN,"6' 3""",199,True,False,False,False,L,Y,664:10,11.0,7.0,10.0,62.0,43.0,8.0,1.0,2.0,52:59,591:52,10.0,14.28,11.3,2.0,0.0,0.0,0.0,19:19,15.0,9.0,18.0,828.0,15:26,13:45,00:26,01:13,,,,,,,,,,,,,,,,,,,,,688:41,8.0,9.0,10.0,81.0,48.0,14.0,2.0,3.0,63:23,625:18,10.0,42.85,11.1,0.0,0.0,0.0,0.0,00:00,16.0,3.0,17.0,896.0,14:20,13:01,00:00,01:19,,,,,,,,,,,,,,,,,,,,,942:24,13.0,10.0,14.0,109.0,66.0,20.0,2.0,13.0,147:01,794:09,14.0,33.33,9.2,3.0,1.0,0.0,0.0,01:14,11.0,-26.0,23.0,1179.0,14:16,12:01,00:01,02:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,925000.0,688191.0,925000.0
46,91,Alexis Lafrenière,8482109,/api/v1/people/8482109,13.0,L,Left Wing,Forward,LW,3,2001-10-11,19,St-Eustache,QC,CAN,CAN,"6' 2""",193,True,False,False,True,L,Y,1105:18,12.0,19.0,37.0,110.0,79.0,108.0,0.0,2.0,93:26,1008:34,37.0,29.16,17.3,4.0,0.0,0.0,0.0,03:18,26.0,2.0,31.0,1377.0,13:59,12:46,00:02,01:10,,,,,,,,,,,,,,,,,,,,,777:25,9.0,12.0,8.0,67.0,56.0,43.0,0.0,0.0,71:37,705:26,8.0,41.93,17.9,4.0,1.0,0.0,0.0,00:22,11.0,-7.0,21.0,1020.0,13:52,12:35,00:00,01:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,925000.0,925000.0
47,94,Claude Giroux,8473512,/api/v1/people/8473512,28.0,C,Center,Forward,C,4,1988-01-12,33,Hearst,ON,CAN,CAN,"5' 11""",185,True,False,True,False,R,Y,1430:15,44.0,21.0,26.0,205.0,75.0,68.0,5.0,23.0,241:39,1127:05,26.0,60.28,10.2,0.0,0.0,0.0,0.0,61:31,16.0,-5.0,65.0,1864.0,19:04,15:01,00:49,03:13,,,,,,,,,,,,,,,,,,,,,977:42,27.0,16.0,12.0,120.0,54.0,32.0,1.0,11.0,141:40,796:31,12.0,59.6,13.3,2.0,0.0,0.0,0.0,39:31,6.0,-4.0,43.0,1379.0,18:06,14:45,00:43,02:37,,,,,,,,,,,,,,,,,,,,,1309:57,32.0,21.0,28.0,197.0,69.0,45.0,7.0,20.0,214:13,1031:39,28.0,59.03,10.7,6.0,0.0,1.0,2.0,64:05,16.0,7.0,53.0,1814.0,18:59,14:57,00:55,03:06,,1759:27,63.0,22.0,24.0,229.0,82.0,28.0,2.0,23.0,288:24,1328:49,24.0,57.9,9.61,4.0,1.0,1.0,1.0,142:14,19.0,9.0,85.0,2138.0,21:27,16:12,01:44,03:31,,1669:48,68.0,34.0,20.0,193.0,82.0,30.0,9.0,36.0,285:14,1319:23,20.0,58.64,17.62,1.0,1.0,0.0,0.0,65:11,23.0,28.0,102.0,2074.0,20:21,16:05,00:47,03:28,,1568:02,44.0,14.0,38.0,199.0,82.0,68.0,5.0,31.0,307:05,1240:04,38.0,55.89,7.04,3.0,2.0,0.0,1.0,20:53,28.0,-15.0,58.0,2048.0,19:07,15:07,00:15,03:44,1602:37,45.0,22.0,53.0,241.0,78.0,83.0,6.0,27.0,300:39,1186:50,53.0,57.46,9.13,5.0,2.0,1.0,2.0,115:08,36.0,-8.0,67.0,2124.0,20:32,15:12,01:28,03:51,1665:46,48.0,25.0,36.0,279.0,81.0,110.0,14.0,37.0,267:36,1336:20,36.0,56.6,8.96,4.0,2.0,0.0,0.0,61:50,28.0,-3.0,73.0,2134.0,20:33,16:29,00:45,03:18,1675:38,58.0,28.0,46.0,223.0,82.0,90.0,7.0,37.0,307:20,1290:55,46.0,52.89,12.56,7.0,1.0,0.0,0.0,77:23,46.0,7.0,86.0,2062.0,20:26,15:44,00:56,03:44,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0,8000000.0,7200000.0,820000.0
48,95,Justin Braun,8474027,/api/v1/people/8474027,61.0,D,Defenseman,Defenseman,D,4,1987-02-10,34,Minneapolis,MN,USA,USA,"6' 2""",205,True,False,False,False,R,Y,1348:42,12.0,6.0,36.0,73.0,69.0,87.0,0.0,0.0,03:48,1195:11,36.0,0.0,8.2,0.0,0.0,0.0,0.0,149:43,121.0,2.0,18.0,1813.0,19:32,17:19,02:10,00:03,,,,,,,,,,,,,,,,,,,,,982:04,5.0,1.0,18.0,59.0,53.0,78.0,0.0,0.0,00:55,850:43,18.0,0.0,1.7,0.0,0.0,0.0,0.0,130:26,73.0,0.0,6.0,1369.0,18:31,16:03,02:27,00:01,,,,,,,,,,,,,,,,,,,,,1070:41,16.0,3.0,18.0,70.0,62.0,91.0,0.0,1.0,03:39,948:27,18.0,0.0,4.3,0.0,0.0,0.0,0.0,118:35,84.0,-2.0,19.0,1533.0,17:16,15:17,01:54,00:03,,1583:55,14.0,2.0,35.0,105.0,78.0,121.0,0.0,1.0,08:29,1396:36,35.0,0.0,1.9,0.0,0.0,0.0,0.0,178:50,120.0,-14.0,16.0,1957.0,20:18,17:54,02:17,00:06,,1727:36,28.0,5.0,28.0,115.0,81.0,143.0,0.0,0.0,06:47,1502:57,28.0,0.0,4.35,0.0,0.0,0.0,0.0,217:52,152.0,7.0,33.0,2078.0,21:19,18:33,02:41,00:05,,1626:29,9.0,4.0,28.0,95.0,81.0,136.0,0.0,0.0,10:30,1443:14,28.0,0.0,4.21,0.0,0.0,0.0,2.0,172:45,161.0,1.0,13.0,2108.0,20:04,17:49,02:07,00:07,1644:45,19.0,4.0,36.0,114.0,80.0,95.0,0.0,1.0,53:44,1431:58,36.0,0.0,3.51,0.0,0.0,0.0,0.0,159:03,140.0,11.0,23.0,2046.0,20:33,17:53,01:59,00:40,1472:15,22.0,1.0,48.0,94.0,70.0,79.0,0.0,2.0,36:07,1284:03,48.0,0.0,1.06,0.0,0.0,0.0,0.0,152:05,130.0,8.0,23.0,1916.0,21:01,18:20,02:10,00:30,1720:51,13.0,4.0,20.0,121.0,82.0,77.0,1.0,1.0,84:14,1456:38,20.0,0.0,3.31,1.0,0.0,0.0,0.0,179:59,146.0,19.0,17.0,2153.0,20:59,17:45,02:11,01:01,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,351000.0
49,97,Jakub Voracek,8474161,/api/v1/people/8474161,93.0,R,Right Wing,Forward,RW,4,1989-08-15,31,Kladno,,CZE,CZE,"6' 2""",214,True,False,False,False,L,Y,1379:17,56.0,6.0,44.0,147.0,79.0,27.0,2.0,25.0,253:53,1123:38,44.0,15.15,4.1,2.0,1.0,0.0,0.0,01:46,28.0,-13.0,62.0,1615.0,17:27,14:13,00:01,03:12,,,,,,,,,,,,,,,,,,,,,896:36,34.0,9.0,18.0,104.0,53.0,17.0,0.0,8.0,138:00,757:12,18.0,41.17,8.7,2.0,1.0,0.0,0.0,01:24,20.0,-12.0,43.0,1224.0,16:55,14:17,00:01,02:36,,,,,,,,,,,,,,,,,,,,,1176:02,44.0,12.0,31.0,132.0,69.0,17.0,4.0,17.0,203:18,970:42,31.0,35.0,9.1,3.0,1.0,0.0,0.0,02:02,21.0,14.0,56.0,1566.0,17:02,14:04,00:01,02:56,,1456:26,46.0,20.0,25.0,210.0,78.0,17.0,4.0,18.0,253:42,1200:35,25.0,40.0,9.52,2.0,0.0,0.0,0.0,02:09,29.0,-16.0,66.0,1777.0,18:40,15:23,00:01,03:15,,1595:29,65.0,20.0,50.0,228.0,82.0,23.0,5.0,35.0,286:20,1306:56,50.0,44.11,8.77,3.0,1.0,0.0,0.0,02:13,32.0,10.0,85.0,1946.0,19:27,15:56,00:01,03:29,,1565:11,41.0,20.0,56.0,253.0,82.0,30.0,5.0,23.0,294:59,1268:38,56.0,21.42,7.91,3.0,2.0,0.0,0.0,01:34,22.0,-24.0,61.0,1995.0,19:05,15:28,00:01,03:35,1356:47,44.0,11.0,38.0,213.0,73.0,51.0,1.0,23.0,257:13,1095:55,38.0,50.0,5.16,2.0,2.0,0.0,0.0,03:39,34.0,-5.0,55.0,1779.0,18:35,15:00,00:03,03:31,1524:38,59.0,22.0,78.0,221.0,82.0,55.0,11.0,33.0,267:44,1253:54,78.0,66.66,9.95,3.0,2.0,0.0,0.0,03:00,28.0,1.0,81.0,1944.0,18:35,15:17,00:02,03:15,1414:55,39.0,23.0,22.0,235.0,82.0,19.0,8.0,23.0,275:50,1135:05,22.0,66.66,9.79,2.0,0.0,0.0,0.0,04:00,20.0,11.0,62.0,1823.0,17:15,13:50,00:02,03:21,0.0,0.0,10000000.0,10000000.0,9250000.0,9250000.0,6250000.0,7500000.0
