,fullName,id,link,jerseyNumber,code,name,type,abbreviation,Team_Number,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,ot22,shutouts22,ties22,wins22,losses22,saves22,powerPlaySaves22,shortHandedSaves22,evenSaves22,shortHandedShots22,evenShots22,powerPlayShots22,savePercentage22,goalAgainstAverage22,gamesStarted22,shotsAgainst22,goalsAgainst22,powerPlaySavePercentage22,shortHandedSavePercentage22,evenStrengthSavePercentage22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,ot21,shutouts21,ties21,wins21,losses21,saves21,powerPlaySaves21,shortHandedSaves21,evenSaves21,shortHandedShots21,evenShots21,powerPlayShots21,savePercentage21,goalAgainstAverage21,gamesStarted21,shotsAgainst21,goalsAgainst21,powerPlaySavePercentage21,shortHandedSavePercentage21,evenStrengthSavePercentage21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,ot20,shutouts20,ties20,wins20,losses20,saves20,powerPlaySaves20,shortHandedSaves20,evenSaves20,shortHandedShots20,evenShots20,powerPlayShots20,savePercentage20,goalAgainstAverage20,gamesStarted20,shotsAgainst20,goalsAgainst20,powerPlaySavePercentage20,shortHandedSavePercentage20,evenStrengthSavePercentage20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,ot19,shutouts19,ties19,wins19,losses19,saves19,powerPlaySaves19,shortHandedSaves19,evenSaves19,shortHandedShots19,evenShots19,powerPlayShots19,savePercentage19,goalAgainstAverage19,gamesStarted19,shotsAgainst19,goalsAgainst19,powerPlaySavePercentage19,shortHandedSavePercentage19,evenStrengthSavePercentage19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,ot18,shutouts18,ties18,wins18,losses18,saves18,powerPlaySaves18,shortHandedSaves18,evenSaves18,shortHandedShots18,evenShots18,powerPlayShots18,savePercentage18,goalAgainstAverage18,gamesStarted18,shotsAgainst18,goalsAgainst18,powerPlaySavePercentage18,shortHandedSavePercentage18,evenStrengthSavePercentage18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,ot17,shutouts17,wins17,losses17,saves17,powerPlaySaves17,shortHandedSaves17,evenSaves17,shortHandedShots17,evenShots17,powerPlayShots17,savePercentage17,goalAgainstAverage17,gamesStarted17,shotsAgainst17,goalsAgainst17,powerPlaySavePercentage17,shortHandedSavePercentage17,evenStrengthSavePercentage17,timeOnIce16,assists16,goals16,pim16,shots16,games16,hits16,powerPlayGoals16,powerPlayPoints16,powerPlayTimeOnIce16,evenTimeOnIce16,penaltyMinutes16,faceOffPct16,shotPct16,gameWinningGoals16,overTimeGoals16,shortHandedGoals16,shortHandedPoints16,shortHandedTimeOnIce16,blocked16,plusMinus16,points16,shifts16,timeOnIcePerGame16,evenTimeOnIcePerGame16,shortHandedTimeOnIcePerGame16,powerPlayTimeOnIcePerGame16,ot16,shutouts16,wins16,losses16,saves16,powerPlaySaves16,shortHandedSaves16,evenSaves16,shortHandedShots16,evenShots16,powerPlayShots16,savePercentage16,goalAgainstAverage16,gamesStarted16,shotsAgainst16,goalsAgainst16,powerPlaySavePercentage16,shortHandedSavePercentage16,evenStrengthSavePercentage16,timeOnIce15,assists15,goals15,pim15,shots15,games15,hits15,powerPlayGoals15,powerPlayPoints15,powerPlayTimeOnIce15,evenTimeOnIce15,penaltyMinutes15,faceOffPct15,shotPct15,gameWinningGoals15,overTimeGoals15,shortHandedGoals15,shortHandedPoints15,shortHandedTimeOnIce15,blocked15,plusMinus15,points15,shifts15,timeOnIcePerGame15,evenTimeOnIcePerGame15,shortHandedTimeOnIcePerGame15,powerPlayTimeOnIcePerGame15,ot15,shutouts15,wins15,losses15,saves15,powerPlaySaves15,shortHandedSaves15,evenSaves15,shortHandedShots15,evenShots15,powerPlayShots15,savePercentage15,goalAgainstAverage15,gamesStarted15,shotsAgainst15,goalsAgainst15,powerPlaySavePercentage15,shortHandedSavePercentage15,evenStrengthSavePercentage15,timeOnIce14,assists14,goals14,pim14,shots14,games14,hits14,powerPlayGoals14,powerPlayPoints14,powerPlayTimeOnIce14,evenTimeOnIce14,penaltyMinutes14,faceOffPct14,shotPct14,gameWinningGoals14,overTimeGoals14,shortHandedGoals14,shortHandedPoints14,shortHandedTimeOnIce14,blocked14,plusMinus14,points14,shifts14,timeOnIcePerGame14,evenTimeOnIcePerGame14,shortHandedTimeOnIcePerGame14,powerPlayTimeOnIcePerGame14,ot14,shutouts14,wins14,losses14,saves14,powerPlaySaves14,shortHandedSaves14,evenSaves14,shortHandedShots14,evenShots14,powerPlayShots14,savePercentage14,goalAgainstAverage14,gamesStarted14,shotsAgainst14,goalsAgainst14,powerPlaySavePercentage14,shortHandedSavePercentage14,evenStrengthSavePercentage14,Salary_2014-15,Salary_2015-16,Salary_2016-17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary_2021-22
10,Brian Elliott,8470880,/api/v1/people/8470880,37,G,Goalie,Goalie,G,4,1985-04-09,36,Newmarket,ON,CAN,CAN,"6' 2""",209,True,False,False,False,L,Y,1063:25,,,,,19,,,,,,,,,,,,,,,,,,55:58,,,,3,1,0,11,4,446,72,11,363,12,395,82,0.912,2.4261,17,489,43,87.8048780487805,91.66666666666666,91.89873417721519,1607:43,,,,,30,,,,,,,,,,,,,,,,,,53:35,,,,2,2,0,15,9,656,89,17,550,19,615,104,0.889,3.0602,26,738,82,85.57692307692307,89.47368421052632,89.43089430894308,1673:54,,,,,31,,,,,,,,,,,,,,,,,,53:59,,,,4,2,0,16,7,716,84,26,606,28,668,100,0.899,2.8676,27,796,80,84.0,92.85714285714286,90.71856287425149,1396:43,,,,,26,,,,,,,,,,,,,,,,,,53:43,,,,1,1,0,11,11,672,87,23,562,26,612,103,0.906883,2.964094,23,741,69,84.46601941747572,88.46153846153845,91.83006535947712,2522:00,,,,,43,,,,,,,,,,,,,,,,,,58:39,,,,7,1,0,23,11,1116,125,38,953,44,1030,154,0.908795,2.664552,42,1228,112,81.16883116883116,86.36363636363636,92.5242718446602,2844:25,,,,,49,,,,,,,,,,,,,,,,,,58:02,,,,3,2,26,18,1217,206,31,980,34,1068,236,0.909567,2.552369,45,1338,121,87.28813559322035,91.17647058823529,91.76029962546816,2263:00,,,,,42,,,,,,,,,,,,,,,,,,53:52,,,,6,4,23,8,1035,193,24,818,24,876,213,0.929919,2.068051,38,1113,78,90.61032863849765,100.0,93.37899543378995,2545:48,,,,,46,,,,,,,,,,,,,,,,,,55:20,,,,3,5,26,14,1054,141,27,886,32,958,160,0.916522,2.26255,45,1150,96,88.125,84.375,92.48434237995825,1624:19,,,,,31,,,,,,,,,,,,,,,,,,52:23,,,,2,4,18,6,628,93,12,523,14,566,101,0.922173,1.957746,25,681,53,92.07920792079209,85.71428571428571,92.40282685512368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Alex Lyon,8479312,/api/v1/people/8479312,34,G,Goalie,Goalie,G,4,1992-12-09,28,Baudette,MN,USA,USA,"6' 1""",201,True,False,False,False,L,Y,122:49,,,,,2,,,,,,,,,,,,,,,,,,61:24,,,,1,0,0,1,0,59,10,2,47,2,52,11,0.908,2.9312,2,65,6,90.9090909090909,100.0,90.38461538461539,324:09,,,,,6,,,,,,,,,,,,,,,,,,54:01,,,,1,0,0,1,3,151,20,5,126,6,136,27,0.893,3.3318,5,169,18,74.07407407407408,83.33333333333334,92.64705882352942,135:19,,,,,3,,,,,,,,,,,,,,,,,,45:06,,,,0,0,0,1,1,65,7,1,57,1,63,9,0.89,3.5472,2,73,8,77.77777777777779,100.0,90.47619047619048,70:49,,,,,2,,,,,,,,,,,,,,,,,,35:24,,,,0,0,0,0,1,25,4,3,18,3,23,5,0.806452,5.083549,1,31,6,80.0,100.0,78.26086956521739,479:48,,,,,11,,,,,,,,,,,,,,,,,,43:37,,,,1,0,0,4,2,210,19,6,185,6,204,22,0.905172,2.751146,7,232,22,86.36363636363636,100.0,90.68627450980392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Carter Hart,8479394,/api/v1/people/8479394,79,G,Goalie,Goalie,G,4,1998-08-13,22,Sherwood Park,AB,CAN,CAN,"6' 2""",181,True,False,False,False,L,Y,2603:04,,,,,45,,,,,,,,,,,,,,,,,,57:50,,,,7,1,0,13,24,1304,166,33,1105,38,1206,197,0.905,3.1578,44,1441,137,84.26395939086294,86.8421052631579,91.62520729684908,1456:19,,,,,27,,,,,,,,,,,,,,,,,,53:56,,,,5,1,0,9,11,632,83,22,527,24,591,106,0.877,3.6668,25,721,89,78.30188679245283,91.66666666666666,89.17089678510999,2355:50,,,,,43,,,,,,,,,,,,,,,,,,54:47,,,,3,1,0,24,13,1005,107,43,855,45,929,126,0.914,2.4195,40,1100,95,84.92063492063492,95.55555555555556,92.03444564047362,1716:55,,,,,31,,,,,,,,,,,,,,,,,,55:23,,,,1,0,0,16,13,895,87,31,777,32,848,96,0.917008,2.830656,30,976,81,90.625,96.875,91.62735849056604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479000.0
13,Maxime Lagace,8476509,/api/v1/people/8476509,31,G,Goalie,Goalie,G,5,1993-01-12,28,Saint-Augustin,QC,CAN,CAN,"6' 2""",190,True,False,False,False,L,Y,98:08,,,,,2,,,,,,,,,,,,,,,,,,49:04,,,,0,0,0,1,1,48,4,1,43,1,52,5,0.828,6.1141,2,58,10,80.0,100.0,82.6923076923077,60:00,,,,,1,,,,,,,,,,,,,,,,,,60:00,,,,0,1,0,1,0,29,2,1,26,1,26,2,1.0,0.0,1,29,0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59:31,,,,,1,,,,,,,,,,,,,,,,,,59:31,,,,0,0,0,0,1,27,5,0,22,0,26,5,0.870968,4.032484,1,31,4,100.0,,84.61538461538461,873:31,,,,,16,,,,,,,,,,,,,,,,,,54:35,,,,1,0,0,6,7,373,67,9,297,10,339,81,0.867442,3.915209,14,430,57,82.71604938271605,90.0,87.61061946902655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Tristan Jarry,8477465,/api/v1/people/8477465,35,G,Goalie,Goalie,G,5,1995-04-29,26,Surrey,BC,CAN,CAN,"6' 2""",194,True,False,False,False,L,Y,3415:11,,,,,58,,,,,,,,,,,,,,,,,,58:52,,,,6,4,0,34,18,1573,171,56,1346,61,1461,189,0.919,2.4245,56,1711,138,90.47619047619048,91.80327868852459,92.12867898699521,2185:18,,,,,39,,,,,,,,,,,,,,,,,,56:02,,,,3,2,0,25,9,1000,121,36,843,38,918,144,0.909,2.7456,38,1100,100,84.02777777777779,94.73684210526315,91.83006535947712,1926:29,,,,,33,,,,,,,,,,,,,,,,,,58:22,,,,1,3,0,20,12,907,114,24,769,25,828,132,0.921,2.4293,31,985,78,86.36363636363636,96.0,92.8743961352657,120:03,,,,,2,,,,,,,,,,,,,,,,,,60:01,,,,1,0,0,0,1,55,0,0,55,0,62,0,0.887097,3.498542,2,62,7,,,88.70967741935483,1363:56,,,,,26,,,,,,,,,,,,,,,,,,52:27,,,,2,2,0,14,6,624,93,21,510,22,561,104,0.908297,2.771396,23,687,63,89.42307692307693,95.45454545454545,90.9090909090909,58:45,,,,,1,,,,,,,,,,,,,,,,,,58:45,,,,0,0,0,1,22,0,0,22,0,24,1,0.88,3.06383,1,25,3,0.0,,91.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,3500000.0
15,Casey DeSmith,8479193,/api/v1/people/8479193,1,G,Goalie,Goalie,G,5,1991-08-13,29,Rochester,NH,USA,USA,"6' 0""",181,True,False,False,False,L,Y,1418:09,,,,,26,,,,,,,,,,,,,,,,,,54:32,,,,5,3,0,11,6,703,86,24,593,26,643,100,0.914,2.7924,24,769,66,86.0,92.3076923076923,92.2239502332815,1132:19,,,,,20,,,,,,,,,,,,,,,,,,56:36,,,,0,2,0,11,7,495,62,13,420,15,454,74,0.912,2.5435,17,543,48,83.78378378378379,86.66666666666667,92.51101321585902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943:33,,,,,36,,,,,,,,,,,,,,,,,,53:59,,,,5,3,0,15,11,971,116,26,829,34,893,133,0.916038,2.74755,30,1060,89,87.21804511278195,76.47058823529412,92.83314669652856,700:09,,,,,14,,,,,,,,,,,,,,,,,,50:00,,,,1,1,0,6,4,328,40,23,265,24,284,48,0.921348,2.399486,11,356,28,83.33333333333334,95.83333333333334,93.30985915492957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Alex D'Orio,8480394,/api/v1/people/8480394,33,G,Goalie,Goalie,G,5,1999-04-28,22,Sherbrooke,QC,CAN,CAN,"6' 2""",209,True,False,False,True,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Jaroslav Halak,8470860,/api/v1/people/8470860,41,G,Goalie,Goalie,G,6,1985-05-13,36,Bratislava,,SVK,SVK,"5' 11""",185,True,False,False,False,L,Y,796:39,,,,,17,,,,,,,,,,,,,,,,,,46:51,,,,2,0,0,4,7,361,43,6,312,6,340,54,0.903,2.9373,14,400,39,79.62962962962963,100.0,91.76470588235294,1090:01,,,,,19,,,,,,,,,,,,,,,,,,57:22,,,,4,2,0,9,6,436,75,15,346,19,382,81,0.905,2.5321,17,482,46,92.5925925925926,78.94736842105263,90.57591623036649,1833:22,,,,,31,,,,,,,,,,,,,,,,,,59:08,,,,6,3,0,18,6,832,87,31,714,32,775,98,0.919,2.389,29,905,73,88.77551020408163,96.875,92.12903225806451,2308:07,,,,,40,,,,,,,,,,,,,,,,,,57:42,,,,4,5,0,22,11,1068,151,45,872,48,932,178,0.92228,2.33957,37,1158,90,84.8314606741573,93.75,93.56223175965665,3024:03,,,,,54,,,,,,,,,,,,,,,,,,56:00,,,,6,1,0,20,26,1583,233,47,1303,54,1420,270,0.907683,3.194392,49,1744,161,86.29629629629629,87.03703703703704,91.7605633802817,1605:29,,,,,28,,,,,,,,,,,,,,,,,,57:20,,,,5,2,12,9,810,154,14,642,15,701,169,0.915254,2.802894,26,885,75,91.12426035502959,93.33333333333333,91.58345221112695,2091:11,,,,,36,,,,,,,,,,,,,,,,,,58:05,,,,4,3,18,13,904,108,14,782,15,851,118,0.918699,2.295351,36,984,80,91.52542372881356,93.33333333333333,91.8918918918919,3549:57,,,,,59,,,,,,,,,,,,,,,,,,60:10,,,,4,6,38,17,1529,210,40,1279,41,1387,245,0.913927,2.433837,59,1673,144,85.71428571428571,97.5609756097561,92.21341023792358,2938:35,,,,,52,,,,,,,,,,,,,,,,,,56:30,,,,7,5,29,13,1275,235,22,1018,25,1099,261,0.920578,2.24598,50,1385,110,90.03831417624522,88.0,92.62966333030027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
18,Tuukka Rask,8471695,/api/v1/people/8471695,40,G,Goalie,Goalie,G,6,1987-03-10,34,Savonlinna,,FIN,FIN,"6' 3""",176,True,False,False,False,L,Y,196:21,,,,,4,,,,,,,,,,,,,,,,,,49:05,,,,0,0,0,2,2,76,9,3,64,4,75,11,0.844,4.2781,4,90,14,81.81818181818183,75.0,85.33333333333334,1396:27,,,,,24,,,,,,,,,,,,,,,,,,58:11,,,,2,2,0,15,5,558,75,21,462,22,503,86,0.913,2.2772,24,611,53,87.20930232558139,95.45454545454545,91.84890656063618,2401:47,,,,,41,,,,,,,,,,,,,,,,,,58:34,,,,6,5,0,26,8,1104,179,51,874,56,931,202,0.929,2.1234,41,1189,85,88.61386138613861,91.07142857142857,93.87755102040816,2635:09,,,,,46,,,,,,,,,,,,,,,,,,57:17,,,,5,4,0,27,13,1136,151,52,933,64,1009,172,0.91245,2.481832,45,1245,109,87.79069767441861,81.25,92.46778989098117,3173:05,,,,,54,,,,,,,,,,,,,,,,,,58:45,,,,5,3,0,34,14,1388,204,45,1139,52,1233,228,0.917383,2.363632,53,1513,125,89.47368421052632,86.53846153846155,92.37631792376317,3679:30,,,,,65,,,,,,,,,,,,,,,,,,56:36,,,,5,8,37,20,1473,222,35,1216,37,1323,250,0.914907,2.233999,64,1610,137,88.8,94.5945945945946,91.91232048374906,3678:03,,,,,64,,,,,,,,,,,,,,,,,,57:28,,,,8,4,31,22,1697,217,37,1443,39,1562,253,0.915318,2.56114,62,1854,157,85.7707509881423,94.87179487179486,92.38156209987196,4063:01,,,,,70,,,,,,,,,,,,,,,,,,58:02,,,,13,3,34,21,1855,238,44,1573,46,1692,273,0.922427,2.303707,67,2011,156,87.17948717948718,95.65217391304348,92.96690307328606,3386:27,,,,,58,,,,,,,,,,,,,,,,,,58:23,,,,6,7,36,15,1526,219,28,1279,31,1359,251,0.929921,2.037532,58,1641,115,87.25099601593625,90.32258064516128,94.11331861662987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Dan Vladar,8478435,/api/v1/people/8478435,80,G,Goalie,Goalie,G,6,1997-08-20,23,Prague,,CZE,CZE,"6' 5""",185,True,False,False,True,L,Y,1243:08,,,,,23,,,,,,,,,,,,,,,,,,54:02,,,,2,2,0,13,6,551,75,13,463,15,505,88,0.906,2.7511,19,608,57,85.22727272727273,86.66666666666667,91.68316831683168,300:04,,,,,5,,,,,,,,,,,,,,,,,,60:00,,,,1,0,0,2,2,132,24,5,103,5,115,29,0.886,3.3992,5,149,17,82.75862068965517,100.0,89.56521739130436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Callum Booth,8478473,/api/v1/people/8478473,70,G,Goalie,Goalie,G,6,1997-05-21,24,Montreal,QC,CAN,CAN,"6' 4""",191,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Jeremy Swayman,8480280,/api/v1/people/8480280,1,G,Goalie,Goalie,G,6,1998-11-24,22,Anchorage,AK,USA,USA,"6' 2""",187,True,False,False,True,L,Y,2390:14,,,,,41,,,,,,,,,,,,,,,,,,58:17,,,,3,3,0,23,14,1015,143,43,829,47,897,167,0.914,2.4098,39,1111,96,85.62874251497006,91.48936170212765,92.41917502787068,601:43,,,,,10,,,,,,,,,,,,,,,,,,60:10,,,,0,2,0,7,3,256,27,8,221,9,232,30,0.945,1.4957,10,271,15,90.0,88.88888888888889,95.25862068965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,279102.0,829351.0
22,Dustin Tokarski,8474682,/api/v1/people/8474682,31,G,Goalie,Goalie,G,7,1989-09-16,31,Watson,SK,CAN,CAN,"6' 0""",198,True,False,False,False,L,Y,1671:26,,,,,29,,,,,,,,,,,,,,,,,,57:38,,,,5,1,0,10,12,809,95,27,687,29,758,113,0.899,3.2667,28,900,91,84.070796460177,93.10344827586206,90.63324538258574,729:26,,,,,13,,,,,,,,,,,,,,,,,,56:06,,,,2,0,0,2,8,404,58,17,329,18,363,66,0.904,3.537,10,447,43,87.87878787878788,94.44444444444444,90.633608815427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:47,,,,,1,,,,,,,,,,,,,,,,,,09:47,,,,0,0,0,0,5,2,0,3,0,3,2,1.0,0.0,0,5,0,100.0,,100.0,226:10,,,,,6,,,,,,,,,,,,,,,,,,37:41,,,,0,0,1,3,86,13,1,72,1,81,16,0.877551,3.183493,4,98,12,81.25,100.0,88.88888888888889,1004:58,,,,,17,,,,,,,,,,,,,,,,,,59:06,,,,4,0,6,6,463,70,11,382,11,420,78,0.909627,2.74636,16,509,46,89.74358974358975,100.0,90.95238095238095,163:06,,,,,3,,,,,,,,,,,,,,,,,,54:22,,,,0,1,2,0,88,17,4,67,4,71,18,0.946237,1.839362,2,93,5,94.44444444444444,100.0,94.36619718309859,0.0,0.0,0.0,0.0,0.0,0.0,287500.0,750000.0
